SampleID,pub_ID,author,year,sp_name,clone.strain,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_SD,shape,modified,mod_type,surface_charge,company,MP_comments,age_d,generation,food_present,temperature,pH,DOM_added,DOM_conditioned,DOM_cond_dur_h,DOM_conc_mg_L,DOM_type,DOM_comment,DOM_type_grouped,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_ml-1,conc_mg_l-1,c_n_replicates,c_ind_per_replicate,c_n_individuals,c_mean,c_SD,c_SE,c_immobile,c_mobile,t_n_replicates,t_ind_per_replicate,t_n_individuals,t_mean,t_SD,t_SE,t_immobile,t_mobile,data_comment
109,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,1,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.4,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
110,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,2,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
111,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
112,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
113,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
114,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,0.5,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
115,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,1,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0.6,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
116,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,2,3,5,15,0.8,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
117,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
118,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
119,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
120,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
121,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,1,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
122,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,2,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
123,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,5,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
124,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
125,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,1,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
126,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
127,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,10,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
128,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,15,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
129,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,20,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.8,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
130,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1,humic acid,SYNW-SRHA,humic acid,48,2,NA,NA,30,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.4B (control as SYNW)
131,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,0.5,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
132,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,1,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
133,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,2,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
134,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
135,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
136,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
137,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,0.5,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
138,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,1,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
139,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,2,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
140,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
141,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
142,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
143,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
144,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,1,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
145,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,2,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.4,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
146,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,5,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
147,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
148,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
149,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,1,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
150,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,5,3,5,15,0,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
151,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,10,3,5,15,0,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
152,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,15,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
153,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,20,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.8,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
154,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.681,lake water,station 1,lake water,48,2,NA,NA,30,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3A (control as SYNW)
155,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,0.5,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
156,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,1,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
157,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,2,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
158,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
159,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
160,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
161,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,0.5,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
162,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,1,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
163,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,2,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
164,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
165,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
166,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
167,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0.004,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
168,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,1,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
169,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,2,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
170,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,5,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.4,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
171,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
172,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
173,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,1,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
174,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,5,3,5,15,0,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
175,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,10,3,5,15,0,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
176,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,15,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
177,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,20,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.8,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
